FamilyID	Streptanthus<1>	Cam<2>	Spi<3>	Rsq<4>	Boh<5>	Tpa<6>	Tar<7>	Aal<8>	Dni<9>	Ath<10>	Aly<11>	Chi<12>	Esy<13>	Aar<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>
OG0004891	2	2	1	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004892	2	2	3	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004894	2	2	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0004895	2	2	2	3	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004896	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004897	2	2	3	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004899	2	2	0	2	2	1	1	1	2	1	1	2	1	4	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004900	2	2	2	2	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004901	2	2	2	1	1	1	2	1	2	1	1	1	3	2	2	2	2	2	2	2	2	2	2	1	2	1	1
OG0004902	2	2	2	2	4	1	1	2	0	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004903	2	2	1	1	1	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0004904	2	2	3	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2
OG0004905	2	2	1	4	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004906	2	2	1	1	1	2	2	1	0	2	2	1	4	1	2	2	2	2	2	2	2	2	2	1	1	2	2
OG0004907	2	2	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004908	2	2	1	2	2	1	1	1	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004909	0	4	2	0	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2
OG0004910	2	2	2	3	3	1	1	2	0	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004911	0	3	0	2	3	3	4	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0004913	1	4	2	0	2	2	3	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0004914	2	2	3	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004915	2	2	1	3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004916	1	2	2	2	2	1	2	3	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0004917	2	2	1	4	4	1	1	1	0	1	2	1	1	1	1	1	1	1	1	2	2	2	2	4	1	1	1
OG0004919	2	2	5	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0004920	2	2	1	3	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004921	1	2	2	2	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004922	2	2	2	1	2	1	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004923	2	2	2	2	2	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004924	2	2	1	2	3	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004925	1	2	1	3	3	3	1	2	0	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004927	0	3	4	0	2	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0004929	2	2	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	1	1	1
OG0004930	2	2	2	2	2	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004931	2	2	2	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004932	1	2	2	3	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0004933	1	2	1	1	1	2	2	1	3	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2
OG0004934	3	2	1	2	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2
OG0004935	2	2	1	1	2	1	1	1	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004936	2	2	1	2	3	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004937	2	2	1	3	3	1	1	1	0	2	1	1	1	3	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0004938	4	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004939	1	2	1	2	1	1	1	1	3	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0004940	1	1	1	5	5	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1
OG0004943	2	2	1	1	3	1	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004944	2	3	2	1	1	2	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	1
OG0004945	2	2	1	1	4	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0004946	2	1	2	2	2	1	1	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004947	2	4	1	2	1	2	2	2	0	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0004948	2	2	1	2	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0004949	2	2	2	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004950	1	3	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0004951	2	2	3	1	2	1	1	5	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0004953	2	2	3	2	2	1	1	1	0	1	1	2	3	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004954	2	2	2	1	2	1	1	1	2	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0004955	2	2	1	0	1	1	1	3	1	2	1	1	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0004956	0	2	1	1	3	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004957	2	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004958	2	2	1	2	2	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004960	0	2	2	1	1	1	1	3	3	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1
OG0004961	3	2	2	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004962	2	2	1	0	1	1	1	2	2	2	3	1	2	2	2	2	2	2	1	1	1	1	2	1	2	2	2
OG0004963	2	2	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004964	2	2	1	4	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004967	2	2	1	3	3	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	2	1	1
OG0004968	2	3	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004969	1	3	2	3	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0004970	0	0	0	6	9	0	1	2	0	0	1	1	0	2	1	1	1	1	1	1	1	0	0	6	1	1	1
OG0004971	2	2	2	2	2	1	1	1	0	2	3	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004972	3	2	1	4	2	1	1	2	0	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0004973	2	2	2	3	4	1	1	1	0	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004974	2	2	2	2	3	1	1	1	0	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004975	1	5	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004976	1	1	2	4	2	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0004977	2	2	0	2	1	1	3	3	3	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	1	1
OG0004978	3	2	1	3	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0004979	2	2	2	2	2	1	1	3	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004980	2	3	1	3	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0004981	2	2	2	3	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004982	3	2	1	0	4	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0004983	2	2	4	3	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004986	1	2	2	4	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004987	0	3	1	0	3	2	2	1	2	1	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004988	1	2	1	3	3	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0004989	2	2	4	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004990	2	2	0	2	2	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004991	2	2	1	0	2	1	1	2	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004992	1	2	2	3	1	1	1	3	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004993	2	2	2	3	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0004994	2	2	3	1	1	2	2	1	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1
OG0004995	2	2	1	1	2	1	1	1	5	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0004996	1	1	3	2	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2
OG0004997	2	2	3	4	2	1	1	1	0	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0004998	1	2	1	2	1	1	2	2	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0004999	2	2	2	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005001	0	3	3	3	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0005002	3	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	1	1	1
OG0005003	1	2	2	3	2	1	1	1	0	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0005004	3	2	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2
OG0005005	2	1	4	2	3	1	1	2	0	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005006	2	2	1	2	1	2	2	1	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005007	3	2	0	3	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0005008	2	2	4	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005009	2	3	3	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005010	1	1	6	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1
OG0005011	2	4	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0005012	2	2	1	4	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0005013	2	2	2	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005014	2	2	1	4	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005016	1	3	1	2	2	1	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0005017	0	0	1	3	5	0	3	4	2	0	2	0	1	1	1	1	1	1	1	1	1	1	0	3	2	1	1
OG0005019	2	1	2	2	2	1	1	1	1	3	3	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	3
OG0005020	2	2	1	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0005021	2	1	2	3	2	2	1	1	0	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005022	1	2	4	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005023	2	2	1	1	1	1	2	4	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0005024	2	2	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005025	1	2	1	2	2	3	2	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005026	2	2	2	1	2	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
OG0005027	2	2	3	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0005028	1	2	2	3	3	3	1	1	1	1	0	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005029	2	2	2	3	3	2	1	1	0	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005030	2	2	1	3	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	2
OG0005031	2	2	1	2	2	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005032	2	1	2	3	3	1	2	1	0	2	2	2	0	1	2	2	2	2	2	2	2	2	2	3	1	2	2
OG0005033	2	2	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005034	4	3	3	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
OG0005035	2	2	1	3	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0005036	2	2	2	3	3	1	1	1	0	1	2	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005037	1	2	1	1	2	1	2	2	0	2	2	1	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005038	1	4	2	2	2	1	1	1	1	2	3	1	0	1	1	1	1	1	1	2	2	2	2	2	1	1	2
OG0005039	2	2	2	3	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005040	3	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005041	2	2	0	3	4	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0005042	2	2	2	2	2	1	1	1	2	1	3	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005043	2	1	2	2	3	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005044	2	2	2	3	3	1	2	1	0	1	1	1	1	2	1	1	1	1	2	2	2	2	2	3	1	1	1
OG0005045	2	2	1	0	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0005046	2	2	4	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0005047	3	3	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	3	2	1	1	1
OG0005048	2	2	1	3	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005050	2	2	3	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005051	1	3	0	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0005052	2	3	1	2	2	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0005053	2	2	2	2	2	1	2	2	0	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005054	2	2	2	2	1	1	1	1	1	2	1	3	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005055	2	2	2	2	2	1	1	2	1	1	1	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0005056	2	2	1	2	4	2	1	1	0	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2
OG0005057	2	2	1	3	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0005058	0	3	0	0	1	1	1	1	2	1	1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0005059	2	2	2	3	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005060	0	1	1	4	3	2	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	3	1	1	2
OG0005061	1	2	0	3	3	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0005062	2	2	5	3	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005063	2	2	3	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005064	2	2	2	2	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005065	2	2	2	1	1	1	2	1	0	2	2	5	0	1	1	1	1	1	1	1	1	2	2	1	1	2	2
OG0005067	1	3	1	4	3	1	1	1	0	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1
OG0005068	3	2	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0005069	3	3	3	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	1	1	1	1
OG0005070	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005071	2	3	4	0	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	1	1	1
OG0005072	2	2	4	0	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0005073	1	2	0	2	2	1	1	2	2	2	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005074	2	4	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005075	2	9	2	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	2	3	1	1	1	1
OG0005077	2	2	1	2	2	2	1	4	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005078	1	3	1	2	1	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
OG0005079	1	2	3	2	1	1	1	1	3	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005081	1	2	2	0	2	2	3	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005083	2	4	2	1	0	1	2	1	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2
OG0005085	1	2	1	2	3	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0005086	2	2	2	2	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005087	2	2	3	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2
OG0005088	2	2	2	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005089	1	3	0	0	1	2	2	2	2	2	2	2	0	3	2	2	2	2	2	2	1	1	1	1	2	2	2
OG0005090	2	2	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005091	3	2	1	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005092	3	3	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	1	1	1
OG0005093	1	1	1	4	5	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1
OG0005095	2	2	2	4	3	1	1	1	0	1	2	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005096	2	3	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2
OG0005097	2	2	2	2	4	1	2	1	0	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1
OG0005098	2	3	2	0	1	1	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0005099	2	2	2	3	2	1	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005100	3	3	1	1	1	2	2	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	3	1	1	2	2
OG0005101	2	2	2	2	0	0	1	1	3	0	0	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
OG0005103	1	3	2	1	3	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0005104	2	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0005105	0	3	2	3	2	1	2	0	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005106	0	4	1	1	3	1	2	0	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0005107	0	4	1	1	4	2	1	0	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0005108	0	1	1	0	15	0	2	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	2	0	1	1
OG0005109	1	4	1	1	2	3	3	0	0	1	1	1	3	1	1	1	1	1	2	2	2	2	2	2	0	1	1
OG0005110	2	2	7	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0005111	0	0	4	1	2	0	3	0	0	1	1	5	4	1	1	1	1	1	1	1	1	1	0	1	0	1	1
OG0005112	2	3	2	4	1	1	1	0	1	2	2	1	0	2	1	1	1	1	1	1	2	2	2	2	1	1	2
OG0005113	7	1	1	2	3	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0005114	4	1	2	0	10	0	2	0	0	0	1	1	0	1	1	1	1	1	2	2	2	2	2	2	0	1	1
OG0005115	11	1	3	1	5	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	3	3	2	0	0	0
OG0005116	2	3	3	0	2	2	2	0	1	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0005160	2	3	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005161	1	2	2	4	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0005162	2	2	3	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0005163	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005164	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005165	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0005166	2	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005167	2	2	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0005168	2	2	2	2	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005169	2	2	2	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0005170	2	2	2	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005171	2	2	3	3	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005172	2	1	2	3	1	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1
OG0005173	3	2	2	4	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1
OG0005174	2	2	1	3	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	3	1	1	1
OG0005175	2	2	4	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0005176	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005177	2	2	3	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005178	2	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005179	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005181	2	2	1	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005182	2	2	2	2	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005183	2	4	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0005184	2	2	3	3	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005186	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005187	2	2	3	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005188	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	1	1
OG0005189	2	2	2	3	3	1	1	1	0	1	2	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1
OG0005190	3	2	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1
